country,year,true_renew_share
United States,2004,0.07871816417141095
United States,2005,0.07770759282856057
United States,2006,0.08422395578900915
United States,2007,0.0755475889808386
United States,2008,0.08164713601133265
United States,2009,0.0936429958824941
United States,2010,0.0920421246885299
United States,2011,0.11253573142247675
United States,2012,0.1091880969361357
United States,2013,0.11474162351548438
United States,2014,0.1174768239857837
United States,2015,0.12009819420595813
United States,2016,0.13662582328059125
United States,2017,0.1567897421205845
United States,2018,0.15639217189616095
United States,2019,0.16499322822124
United States,2020,0.18501885899555778
United States,2021,0.18911319274066551
